PHYIDENT,REGION,SECTION,UNIT,SUBUNIT,ZONE,COMPONENT,BAR,BMU,BRE,CHB,CHB2,CHB3,CHB4,CHB5,CHB6,CHB7,DIA,FUC,GRA,HAL,HAL2,HAL3,HAL4,HAL5,HAL6,HAL7,MAC,MUS,NER,OYS,RED,RED2,RED3,RED4,RED5,RED6,RED7,SAL,SBR,SBR2,SBR3,SBR4,SBR5,SBR6,SBR7,SED,SUR,ULV,URC,VER,ZOS,FEAT_LEN,OBJECTID,SHAPE
07/02/0290/00,"7","2","290",0,A,1,P,C,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,1136.7086,58965,
07/02/0290/00,"7","2","290",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.7086,58966,
07/02/0292/00,"7","2","292",0,A,1,C,C,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,243.6091,58969,
07/02/0292/00,"7","2","292",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.6091,58970,
07/02/0297/00,"7","2","297",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4875,58980,
06/05/0400/00,"6","5","400",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,1912.6864,56133,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.3994,203501,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.3480,203475,
06/05/0359/00,"6","5","359",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,458.6509,56089,
06/05/0369/00,"6","5","369",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,N,,760.0620,56099,
06/05/0163/00,"6","5","163",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,942.5292,55886,
06/05/0358/00,"6","5","358",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,P,,N,,114.0423,56088,
06/05/0357/00,"6","5","357",0,A,1,P,P,,,,,,,,,,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,N,,1807.6161,56087,
06/05/0370/00,"6","5","370",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,N,,524.2531,56100,
06/05/0371/00,"6","5","371",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,1462.0180,56101,
06/05/0400/00,"6","5","400",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,565.8531,56132,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.9750,203503,
06/05/0164/00,"6","5","164",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,140.6593,55887,
06/05/0400/00,"6","5","400",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,1557.2721,56137,
06/05/0165/00,"6","5","165",0,A,1,P,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,1152.9404,55888,
06/05/0400/00,"6","5","400",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,572.3887,56136,
06/05/0400/00,"6","5","400",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,102.9585,56138,
06/05/0377/00,"6","5","377",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,N,,579.9550,56107,
06/05/0372/00,"6","5","372",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,155.4776,56102,
06/05/0373/00,"6","5","373",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,736.3959,56103,
06/05/0378/00,"6","5","378",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,N,,238.9754,56108,
06/05/0376/00,"6","5","376",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,N,,168.8686,56106,
06/05/0379/00,"6","5","379",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,N,,1289.1952,56109,
06/05/0400/00,"6","5","400",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,200.6029,56135,
06/05/0375/00,"6","5","375",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,N,,195.8722,56105,
06/05/0399/00,"6","5","399",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,N,,116.1565,56131,
06/05/0399/00,"6","5","399",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,N,,539.0985,56130,
06/05/0374/00,"6","5","374",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,671.0103,56104,
06/05/0398/00,"6","5","398",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,978.4409,56129,
06/05/0397/00,"6","5","397",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,707.4522,56128,
06/05/0356/00,"6","5","356",0,A,1,P,P,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,181.2661,56086,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.6945,203050,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.2904,203065,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1482,203570,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.7887,203059,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.3171,205786,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21140.5175,203497,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14943.4932,203499,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5582,203484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3997,203482,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.4856,203483,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.7532,203479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.9986,203481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14435.1388,203491,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.9185,203480,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.4906,203473,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5366,203472,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.5407,203471,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9628.6349,203474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18187.5106,203492,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.3946,203478,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0773,203496,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9604,203498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.4103,203067,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3757,203051,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.1823,203068,
06/05/0405/00,"6","5","405",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,N,,228.1995,56140,
06/05/0409/00,"6","5","409",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,N,,240.3926,56144,
06/05/0368/00,"6","5","368",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,219.3445,56098,
06/05/0406/00,"6","5","406",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,N,,227.0534,56141,
06/05/0408/00,"6","5","408",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,N,,1840.2030,56143,
06/05/0407/00,"6","5","407",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,N,,478.5042,56142,
07/06/0059/00,"7","6","59",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4348,80145,
07/06/0059/00,"7","6","59",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4348,80144,
07/06/0059/00,"7","6","59",0,A,1,,,,,,,,P,,,,P,,,,,,,,,P,,,,,,,,C,,,P,,,,,,,,,,P,P,N,,527.4348,80143,
07/06/0058/00,"7","6","58",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1823,80142,
07/06/0058/00,"7","6","58",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,,,C,N,,216.1823,80141,
07/06/0057/00,"7","6","57",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,,,C,N,,130.0277,80138,
07/06/0057/00,"7","6","57",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0277,80139,
07/06/0057/00,"7","6","57",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0277,80140,
07/06/0056/00,"7","6","56",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8454,80137,
07/06/0056/00,"7","6","56",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,C,,C,N,,169.8454,80136,
07/06/0212/00,"7","6","212",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2204,80642,
07/06/0212/00,"7","6","212",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2204,80643,
07/06/0212/00,"7","6","212",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2204,80641,
07/06/0212/00,"7","6","212",0,A,1,P,,,,,,,P,,,,P,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,C,,,M,,449.2204,80640,
07/06/0213/00,"7","6","213",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7700,80645,
07/06/0213/00,"7","6","213",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,P,,,W,,660.7700,80644,
07/06/0214/00,"7","6","214",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.2493,80648,
07/06/0214/00,"7","6","214",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.2493,80647,
07/06/0047/00,"7","6","47",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,C,N,,174.5962,80113,
07/06/0048/00,"7","6","48",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3082,80117,
07/06/0048/00,"7","6","48",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3082,80116,
07/06/0048/00,"7","6","48",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,C,,P,,,429.3082,80115,
07/06/0049/00,"7","6","49",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,P,N,,711.9897,80118,
07/06/0049/00,"7","6","49",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.9897,80119,
07/06/0050/00,"7","6","50",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.4171,80122,
07/06/0050/00,"7","6","50",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.4171,80121,
07/06/0050/00,"7","6","50",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.4171,80123,
07/06/0050/00,"7","6","50",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,C,,P,N,,299.4171,80120,
07/06/0051/00,"7","6","51",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.3186,80125,
07/06/0051/00,"7","6","51",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.3186,80126,
07/06/0051/00,"7","6","51",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,P,N,,401.3186,80124,
07/06/0219/00,"7","6","219",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.3688,80658,
07/06/0219/00,"7","6","219",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.3688,80659,
07/06/0219/00,"7","6","219",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,P,W,,263.3688,80657,
07/06/0052/00,"7","6","52",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.3955,80128,
07/06/0052/00,"7","6","52",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,P,,C,N,,685.3955,80127,
07/06/0218/00,"7","6","218",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,W,,710.5008,80655,
07/06/0218/00,"7","6","218",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5008,80656,
07/06/0217/00,"7","6","217",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1956,80654,
07/06/0217/00,"7","6","217",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,M,,344.1956,80653,
07/06/0053/00,"7","6","53",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3981,80131,
07/06/0053/00,"7","6","53",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,,,,77.3981,80129,
07/06/0053/00,"7","6","53",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3981,80130,
07/06/0054/00,"7","6","54",0,A,1,,,,,,,,P,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,C,N,,240.1809,80132,
07/06/0054/00,"7","6","54",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.1809,80133,
07/06/0216/00,"7","6","216",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,W,,165.8570,80651,
07/06/0216/00,"7","6","216",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8570,80652,
07/06/0055/00,"7","6","55",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3991,80135,
07/06/0055/00,"7","6","55",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,C,,C,N,,78.3991,80134,
07/06/0215/00,"7","6","215",0,A,1,P,,,,,,,C,,,,P,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,P,,,W,,460.7070,80649,
07/06/0215/00,"7","6","215",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.7070,80650,
07/06/0214/00,"7","6","214",0,A,1,P,,,,,,,C,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,W,,238.2493,80646,
07/06/0034/00,"7","6","34",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.5142,80080,
07/06/0035/00,"7","6","35",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.1571,80082,
07/06/0035/00,"7","6","35",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.1571,80083,
07/06/0035/00,"7","6","35",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,C,N,,397.1571,80081,
07/06/0036/00,"7","6","36",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9832,80085,
07/06/0036/00,"7","6","36",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,C,N,,418.9832,80084,
07/06/0037/00,"7","6","37",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.8310,80088,
07/06/0037/00,"7","6","37",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,,,,385.8310,80086,
07/06/0037/00,"7","6","37",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.8310,80087,
07/06/0038/00,"7","6","38",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2069,80090,
07/06/0038/00,"7","6","38",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2069,80091,
07/06/0038/00,"7","6","38",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,C,,C,N,,848.2069,80089,
07/06/0039/00,"7","6","39",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,C,,C,N,,478.7184,80092,
07/06/0039/00,"7","6","39",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7184,80093,
07/06/0039/00,"7","6","39",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7184,80094,
07/06/0040/00,"7","6","40",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.1482,80096,
07/06/0040/00,"7","6","40",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.1482,80097,
07/06/0040/00,"7","6","40",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,,,,162.1482,80095,
07/06/0041/00,"7","6","41",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0218,80100,
07/06/0041/00,"7","6","41",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,C,N,,439.0218,80098,
07/06/0041/00,"7","6","41",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0218,80099,
07/06/0042/00,"7","6","42",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0220,80102,
07/06/0042/00,"7","6","42",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0220,80103,
07/06/0042/00,"7","6","42",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,,,,125.0220,80101,
07/06/0043/00,"7","6","43",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,,N,,120.5077,80104,
07/06/0043/00,"7","6","43",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5077,80105,
07/06/0044/00,"7","6","44",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0598,80107,
07/06/0044/00,"7","6","44",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0598,80108,
07/06/0044/00,"7","6","44",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,P,N,,214.0598,80106,
07/06/0045/00,"7","6","45",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0316,80110,
07/06/0045/00,"7","6","45",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,P,N,,925.0316,80109,
07/06/0046/00,"7","6","46",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,,,,114.0693,80111,
07/06/0046/00,"7","6","46",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0693,80112,
07/06/0047/00,"7","6","47",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.5962,80114,
07/06/0023/00,"7","6","23",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.7030,80049,
07/06/0023/00,"7","6","23",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,C,N,,184.7030,80047,
07/06/0023/00,"7","6","23",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.7030,80051,
07/06/0023/00,"7","6","23",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,C,N,,1016.8721,80046,
07/06/0023/00,"7","6","23",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.8721,80050,
07/06/0023/00,"7","6","23",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.8721,80048,
07/06/0024/00,"7","6","24",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.1937,80053,
07/06/0024/00,"7","6","24",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,C,,C,N,,398.1937,80052,
07/06/0024/00,"7","6","24",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.1937,80054,
07/06/0025/00,"7","6","25",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,C,N,,404.9958,80055,
07/06/0025/00,"7","6","25",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9958,80056,
07/06/0026/00,"7","6","26",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3572,80058,
07/06/0026/00,"7","6","26",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,C,,C,N,,226.3572,80057,
07/06/0027/00,"7","6","27",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.3708,80060,
07/06/0027/00,"7","6","27",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,P,,C,N,,426.3708,80059,
07/06/0028/00,"7","6","28",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1779,80062,
07/06/0028/00,"7","6","28",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,C,N,,357.1779,80061,
07/06/0028/00,"7","6","28",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1779,80063,
07/06/0029/00,"7","6","29",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,C,N,,180.5896,80064,
07/06/0029/00,"7","6","29",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5896,80066,
07/06/0029/00,"7","6","29",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5896,80065,
07/06/0030/00,"7","6","30",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.6482,80069,
07/06/0030/00,"7","6","30",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.6482,80068,
07/06/0030/00,"7","6","30",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,C,,C,N,,346.6482,80067,
07/06/0031/00,"7","6","31",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,P,,C,N,,335.8662,80070,
07/06/0031/00,"7","6","31",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.8662,80071,
07/06/0031/00,"7","6","31",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.8662,80072,
